"year","ECONOMIC.FREEDOM","rank","quartile","X1a_government_consumption","X1b_transfers","X1c_gov_enterprises","X1d_top_marg_tax_rate","X1_size_government","X2a_judicial_independence","X2b_impartial_courts","X2c_protection_property_rights","X2d_military_interference","X2e_integrity_legal_system","X2f_legal_enforcement_contracts","X2g_restrictions_sale_real_property","X2h_reliability_police","X2i_business_costs_crime","X2j_gender_adjustment","X2_property_rights","X3a_money_growth","X3b_std_inflation","X3c_inflation","X3d_freedom_own_foreign_currency","X3_sound_money","X4a_tariffs","X4b_regulatory_trade_barriers","X4c_black_market","X4d_control_movement_capital_ppl","X4_trade","X5a_credit_market_reg","X5b_labor_market_reg","X5c_business_reg","X5_regulation","continent"
2003,6.4,77,3,5.208065118,8.709209096,10,5.5,7.354318553,3.333333333,3.833333333,3.833333333,3.333333333,1.666666667,1.803958128,8.743539444,5.07924306325,3.04744748491667,1,3.792499653,7.645007303,8.938044931,8.573737651,5,7.539197471,7.9,6.416666667,8.553791887,4.102564103,6.743255664,8.240126187,5.460610862,5.955898021,6.55221169,"South America"
2013,6.4,110,3,6.264705882,8.836512262,0,10,6.275304536,3.823074897,4.265077277,4.084681402,5,4.166666667,3.993334023,6.735226573,4.089980314,4.350035836,0.837837838,4.135959813,7.384807595,7.490325057,8.85688398,10,8.433004158,7.766244428,5.494167938,10,6.287608725,7.387005273,9,4.481548486,3.75686885,5.746139112,"South America"
2000,7.34,37,2,6.877626783,7.222881006,10,7,7.775126947,3.173,5.177,3.71741,6.666666667,8.333333333,5.015583364,6.735160227,2.96151378141667,4.13942663741667,0.888888889,5.237369929,9.503391316,9.520434316,9.812812118,10,9.709159437,7.467625183,6.425618333,10,6.577694423,7.617734485,7.315676812,5.091206667,6.621545828,6.342809769,"South America"
2005,6.62,96.2857142857143,3,1.61554621842857,8.66690410842857,9.28571428571429,5,6.19915605657143,4.67240397785714,4.07035426542857,4.78152959557143,5.21428571428571,5,2.74579217628571,3.15655439842857,6.911833296,6.18128577114286,0.974358974,4.67042864371429,9.63472013457143,7.18441350628571,7.37510960557143,10,8.54856081157143,7.48727619057143,6.566549449,10,3.56644548585714,6.90506778142857,7.724098861,7.66574244085714,4.91342203,6.76775444385714,"South America"
2010,6.64,91,3,3.808823529,8.988828338,7,5,6.599217289,5.588323333,2.785981667,4.41756,5,5,2.745757539,1.740635139,6.181936667,5.64085,0.974358974,4.288860989,9.134831232,7.533312803,8.611042541,10,8.819796644,7.472622222,6.5096589,10,2.399739489,6.595505153,8.045612279,7.852646368,4.768013379,6.888757342,"South America"
2010,7.33,41,2,6.944117647,6.294277929,6,8,6.809598894,7.12650872,5.262314357,6.754354185,6.666666667,4.166666667,3.883944765,6.418800541,6.02433787,6.678260335,1,5.886872679,7.898434824,9.358918084,8.664722626,10,8.980518884,7.770888889,6.962573487,10,7.815739045,8.137300355,8.157488381,5.783163554,6.582374251,6.841008729,"South America"
2009,6.3,101,3,6.371267504,8.836512262,0,10,6.301944941,2.191338502,2.320262636,1.991333239,5,4.166666667,3.993334023,6.683456212,1.876533181,4.927674107,0.888888889,3.478766516,7.879107236,7.718281445,9.330126035,10,8.731878679,8.262777762,5.699064586,10,4.315441476,7.069320956,8.812451163,4.597373812,4.405210552,5.938345176,"South America"
2016,6.06,127,4,6.076470588,9.591280654,2,5,5.666937811,1.163915197,2.144682507,3.805727562,2.5,4.166666667,4.870378551,8.591535377,4.841975768,4.552739462,0.871794872,3.809895071,9.360712359,9.002463704,9.656,5,8.254794016,6.318844444,4.179157569,10,5.500476223,6.499619559,8.5687848,4.940572775,4.629035389,6.046130988,"South America"
2010,7.64,17,1,7.732352941,9.368119891,7,6,7.525118208,2.695934753,3.473572491,4.782540316,7.5,5.833333333,5.06986844,8.782958255,3.690612789,4.071508642,1,5.100036558,8.421059261,8.972289629,9.694335881,10,9.271921193,8.606488889,7.448116153,10,8.459057478,8.62841563,9.333333333,7.128636321,6.540700958,7.667556871,"South America"
1990,3.87,101,4,8.688818043,9.31880109,7,3.5,7.126904783,2.44305495394444,2.9890231445,3.2,7.67979437383333,1.7,4.75289865411765,8.55527404352941,3.109749481,3.80458432241667,1,2.926218135,0,0,0,5,1.25,3.4,6.56584810316667,6.8,2,4.066666667,2.553213696,6.701381444,5.88756345405556,3.964946053,"South America"
2006,7.39,39,2,2.961764706,3.291553134,10,1,4.31332946,7.275235601,6.172551524,8.406342143,10,8.333333333,5.650103506,3.330667937,7.358986539,7.452928787,1,7.108905486,8.494262794,9.8879272,9.64198852,10,9.506044629,8.219555556,8.255117479,10,6.682971258,8.289411073,10,6.582450508,6.596617829,7.726356112,"Western Europe"
2012,8.2,4,1,6.417647059,6.026148699,10,7,7.360948939,8.470387294,7.466430464,8.736144289,10,8.333333333,6.067159306,9.598998829,8.756112472,7.781342067,1,8.356656451,8.102321636,9.635528721,9.866,10,9.400962589,6.06,6.936024983,10,5.815323364,7.202837087,9.333333333,8.428678575,8.292954907,8.684988938,"Western Europe"
2012,7.54,27,1,0.470588235,2.873594511,8,3,3.586045687,8.629482706,7.422403031,8.277258617,10,10,5.138718524,7.947613359,8.494684205,7.442605862,1,8.150307367,9.017431766,9.572264918,9.51,10,9.524924171,8.213111111,8.019907904,10,7.627675957,8.465173743,8.956905406,6.799822506,8.166112493,7.974280135,"Western Europe"
2011,7.65,21,1,4.205882353,3.348524047,10,3.5,5.2636016,6.98605066,6.154273306,8.081644027,10,10,6.378971834,8.091044321,8.313388437,8.039258552,1,8.004959015,9.258738992,9.738330094,9.346,10,9.585767272,8.274695683,7.733045467,10,5.354116559,7.840464427,9.064853535,6.286547662,7.336790454,7.56273055,"Western Europe"
2000,7.96,14,1,2.538081348,2.786961578,8,2.5,3.956260732,9.519,9.519,9.08515,10,10,5.108337898,7.796824543,8.44433840541667,7.10254040441667,1,8.718330349,9.260103629,9.541890247,9.49524394,10,9.574309454,9.180390001,9.209258333,10,9.5394925,9.482285208,10,5.730713986,8.440622599,8.057112195,"Western Europe"
1975,6.75,11,1,5.605882353,2.370572207,6,2,3.99411364,7.21005789861111,5.90418584833333,8.6,9.91584006211111,8.65079365052381,5.61936323988235,4.299189973,7.70037076841667,7.458555104,0.555555556,5.728107072,9.708948961,8.8,7.546,10,9.01373724,9.06,8.33767622944444,10,10,9.686666667,7.234767223,3.4335,7.041917769,5.334133612,"Western Europe"
1995,7.9,11,1,3.838781191,3.269754768,8,2.5,4.40213399,9.45,8.616666667,7.385,10,10,7.46972504883333,6.13245049966667,8.36390914266667,8.42322941233333,1,9.090333333,9.816298058,9.228,9.858,10,9.725574515,8.744444444,8.666666667,10,9.449166667,9.215069444,8.758758759,5.446846667,7.021233333,7.07561292,"Western Europe"
2012,7.62,21,1,4.205882353,3.292381224,10,3.5,5.249565894,6.837838983,5.951822197,8.146518262,10,10,6.378971834,8.10049394,8.212631375,8.32348601,1,7.994640289,8.896678682,9.752033201,9.502,10,9.537677971,8.213111111,7.626039005,10,5.292935787,7.783021476,9.02674211,6.195986618,7.425056642,7.54926179,"Western Europe"
2014,7.59,31,1,2.326470588,2.312475571,10,1,3.90973654,8.027163908,5.942226584,7.385106292,10,8.333333333,5.565,9.943302288,7.823979136,7.282471579,1,7.811398125,9.21430007,9.775388255,9.932,10,9.730422081,8.433666667,8.825845636,10,6.470863515,8.432593954,9.547333333,7.150933387,7.56578091,8.088015877,"Western Europe"
2010,7.53,25,1,1.617647059,3.491825613,7,4,4.027368168,8.485012337,7.220553616,8.821591048,10,10,7.456058655,6.131938616,8.122001129,8.384586241,1,8.291304627,8.870488732,9.002607077,9.54484994,10,9.354486437,8.340669778,8.826694506,10,6.338879666,8.376560988,9.209186194,5.702609197,7.83875039,7.58351526,"Western Europe"
2005,7.73,18,1,2.053800647,4.547683924,8,3,4.400371143,9.047619048,8.901098901,9.212454212,10,10,5.108337898,7.900365265,7.992831541,7.047101449,1,8.356645368,8.871605709,9.301373023,9.660581126,10,9.458389965,8.393422222,8.149185974,10,7.603020481,8.536407169,9.986968958,6.672636979,7.024155313,7.894587084,"Western Europe"
2005,7.75,16,1,4.674927936,2.294277929,10,6,5.742301466,9.183006536,8.954248366,9.607843137,10,8.333333333,6.620321622,7.863443304,9.215686275,9.379084967,1,8.795218616,8.638190989,9.876234156,9.609227872,10,9.530913254,8.393422222,8.393824754,10,6.155036032,8.235570752,8.014338127,3.937364078,7.388569307,6.446757171,"Western Europe"
2003,7.94,13,1,4.498473918,2.596730245,10,3.5,5.148801041,7.833333333,8.333333333,7.833333333,10,10,6.701006471,7.916023832,8.356306819,8.26616008558333,1,8.373861472,9.045890938,9.827515684,9.728888536,10,9.650573789,9.131111111,8.833333333,10,7.294871795,8.81482906,9.774134599,5.985764587,7.432573661,7.730824282,"Western Europe"
2009,7.28,42,2,2.351712823,2.285558583,10,1,3.909317851,7.007545079,5.100300218,7.410183644,10,8.333333333,5.650103506,4.332327525,7.598254634,8.003472329,0.961538462,6.912845157,8.734174064,9.849184724,9.989220266,10,9.643144763,8.223333333,8.525898717,10,6.147105652,8.224084425,9.183871497,7.387472823,6.510424375,7.693922898,"Western Europe"
2011,7.58,24,1,0.5,3.059945504,8,3,3.639986376,9.064847093,7.613819322,8.390165648,10,10,5.138718524,7.86256679,8.717955953,7.614747143,1,8.266980053,9.04905336,9.572504677,9.53,10,9.537889509,8.274695683,8.305546404,10,7.674111096,8.563588296,8.935296888,6.768755043,8.038364049,7.91413866,"Western Europe"
2003,7.97,12,1,2.777777778,3.602179837,7,4,4.344989404,8.333333333,8.333333333,7.666666667,10,10,7.46972504883333,6.13245049966667,8.36390914266667,8.42322941233333,1,8.866666667,9.434572799,9.305675459,9.590031915,10,9.582570043,9.131111111,9.166666667,10,8.864,9.290444444,10,6.888888889,6.46031746,7.783068783,"Western Europe"
2005,7.85,14,1,4.577316923,2.839237057,10,3.5,5.229138495,8.149847095,8.562691131,9.082568807,10,10,6.701006471,7.916023832,8.62654321,9.036697248,1,8.675041977,8.770324247,9.909551095,9.539726788,10,9.554900533,8.393422222,8.386564755,10,5.803007281,8.145748565,9.754511858,5.905489357,7.212823609,7.624274942,"Western Europe"
2015,7.64,27,1,3.694117647,3.10106205,10,3.5,5.073794924,7.290996561,6.187249637,8.194186049,10,10,6.220992578,8.10049394,8.634920915,7.511032535,1,8.015541357,8.759314604,9.886400243,9.820686767,10,9.616600404,8.360586579,8.181185675,10,5.946016104,8.12194709,9.126666667,5.552088659,7.485377573,7.388044299,"Western Europe"
2011,7.38,38,1,2.470588235,2.234332425,10,1,3.926230165,7.057280468,5.281095939,7.099978773,10,8.333333333,5.583266128,4.615816087,7.916398907,7.981496365,1,7.096518445,9.513934191,9.860519022,9.294,10,9.667113303,8.274695683,8.082763592,10,6.161076944,8.129634055,9.522152796,7.403481489,7.283732178,8.069788821,"Western Europe"
2016,7.69,20,1,3.858823529,3.064661083,10,5,5.480871153,7.527478537,6.966449023,7.59893179,10,8.333333333,5.828996821,6.814874361,7.23496437,6.643223763,1,7.438694666,8.144176467,9.871175995,9.90334,10,9.479673116,8.266133333,8.008148326,10,5.919488324,8.048442496,8.333333333,7.439249947,8.186735688,7.986439656,"Western Europe"
1990,7.04,19,1,4.846038237,3.269754768,4,2,3.528948251,6.58661767705556,6.34890905688889,10,8.80645561216667,8.2,6.74484409,5.85784214894118,7.59241498075,6.66173590408333,1,7.734517,9.723334622,9.644,9.382,10,9.687333655,8.457777778,7.85129397105556,10,5,7.819259259,9.009676343,3.833875,7.08656266161111,6.421775672,"Western Europe"
2012,7.64,19,1,4.382352941,2.147316165,10,5,5.382417276,8.380547658,6.792595607,8.067428465,10,8.333333333,6.620321622,7.370376448,8.278136535,7.595839099,1,7.937619863,8.520717574,9.828494428,9.598,10,9.486803001,8.213111111,7.346359111,10,5.59322415,7.788173593,8.333333333,6.444341117,7.96320213,7.580292194,"Western Europe"
2000,7.8,17,1,4.554152459,2.287164139,10,3,4.96032915,9.352,9.185,8.8351,10,8.333333333,6.552493782,7.797701056,8.37617906241667,7.71764241141667,1,8.579375453,8.773427736,9.712806519,9.70573313,10,9.547991847,9.180390001,8.975845,10,9.475034615,9.407817404,8.333333333,2.979281573,8.180034602,6.497549836,"Western Europe"
2014,7.78,19,1,1.367647059,4.025017737,8,5.5,4.723166199,8.702578551,7.419436771,8.721560442,10,10,7.456,6.17918671,8.566278439,8.302898828,1,8.371993305,8.763816799,9.305132051,9.874050186,10,9.485749759,8.432577778,9.130025504,10,6.736604911,8.574802048,9.333333333,5.994003643,7.901721798,7.743019592,"Western Europe"
2005,7.31,44,2,3.130215607,3.329700272,8,2,4.11497897,6.766169154,6.78030303,8.474358974,8.819444444,8.333333333,6.912832746,4.339074249,7.686567164,6.590909091,1,7.189221354,8.794409153,9.880048222,9.637681159,10,9.578034634,8.393422222,7.946499317,10,6.533693207,8.218403687,9.59895779,5.514936537,7.305440305,7.473111544,"Western Europe"
1970,8.01,2,1,7.75181709,5.297140689,7.61904761904762,4.02631578947368,6.524478889,8.13046873144445,7.591816883,10,10,10,7.46972504883333,6.13245049966667,8.36390914266667,8.42322941233333,1,8.3465,9.11419430014286,8.044,6.982,10,8.342,9.873333333,8.71121977144444,10,10,9.957777778,10,6.027498528,7.48671285075,6.898943798,"Western Europe"
2010,7.59,19,1,4.244117647,2.585831063,10,5,5.457487177,8.890450209,6.610041439,7.876437057,10,8.333333333,6.620321622,7.534732066,8.14785698,7.716922656,1,7.970010596,8.862872506,9.732591232,9.772514802,10,9.591994635,8.340669778,7.675365552,10,5.549474133,7.891377366,7.927727701,5.39725022,7.729133162,7.018037028,"Western Europe"
2009,7.51,22,1,1.764705882,3.390553729,7,5,4.288814903,8.111851264,7.496572165,8.729972329,10,10,7.456058655,6.099067492,8.300936384,8.63611681,1,8.314508344,9.276256873,9.013675427,9.926497104,10,9.554107351,8.223333333,8.878054482,10,6.123052661,8.306110119,8.305564306,5.520604006,7.408259093,7.078142468,"Western Europe"
2002,7.52,21,1,3.529411765,3.435967302,10,1,4.491344767,6.666666667,6.166666667,7.166666667,10,8.333333333,5.650103506,3.297796814,7.70037076841667,7.458555104,1,6.75446195,9.128625903,9.875009712,9.671619886,10,9.668813875,8.973333333,8.833333333,10,8.064102564,8.967692308,10,6.375005582,6.844340916,7.739782166,"Western Europe"
2006,8.42,3,1,7.125993516,6.740671609,10,8,7.966666281,8.828285003,8.561866729,9.295631341,10,8.333333333,6.033807293,9.566127705,9.084973066,8.764514209,1,8.71872652,8.712275619,9.725219687,9.787909299,10,9.556351151,6.111111111,7.220653988,10,6.18541019,7.379293822,9.333333333,7.92366795,8.19035551,8.482452264,"Western Europe"
2009,7.44,27,1,0.514700176,3.268502269,7,3,3.445800611,8.709235609,7.159997385,8.06672507,10,10,5.108337898,7.86256679,8.306344805,6.785346618,1,7.999839353,8.686609262,9.563268921,9.76154277,10,9.502855238,8.223333333,8.280460703,10,7.654483454,8.539569373,9.709637483,6.738989262,6.706977437,7.718534727,"Western Europe"
2010,7.42,35,1,2.964705882,2.667574932,8,5,4.658070204,6.498959222,6.375558608,8.246185859,9.166666667,8.333333333,6.912832746,6.87980644,7.328682795,7.151791835,0.962962963,7.29500479,9.353667687,9.614721568,9.694072124,10,9.665615345,8.340669778,7.681329177,10,6.32681886,8.087204454,8.87660964,5.936480762,7.401286235,7.404792212,"Western Europe"
1970,7.41,7,1,7.324199057,6.04063476309524,10,7.56818181818182,7.39013373695455,8.74449389683333,7.95176187122222,10,10,8.73014285690476,5.95101001435294,9.49845186217647,8.96164324125,8.31243299441667,0.555555556,6.491722224,9.666548178,9.632,9.058,10,9.589137045,7.413333333,7.45340922988889,10,2,6.471111111,8.788788789,5.357333333,8.1375672195,7.073061061,"Western Europe"
2007,8.43,3,1,7.176705012,6.449591281,10,8,7.906574073,9.182277271,8.402625756,9.435993554,10,8.333333333,5.863675786,9.566127705,9.166043466,8.463080182,1,8.712573006,9.484118448,9.739410211,9.853639765,10,9.769292106,6.12326,7.227305445,10,6.153018077,7.37589588,9.141281607,7.855769402,8.21494333,8.403998113,"Western Europe"
2000,7.96,14,1,4.158823529,2.933240206,10,2,4.773015934,9.018,9.018,8.65173,10,10,6.701006471,7.916023832,8.356306819,8.26616008558333,1,8.7578229,9.179728092,9.801713238,9.529907603,10,9.627837233,9.180390001,9.15088,10,8.113668462,9.111234616,9.746959225,4.85019042,8.032253414,7.543134353,"Western Europe"
1985,8.15,4,1,6.538144559,6.539509537,10,7,6.692551365,8.74449389683333,7.95176187122222,10,10,10,5.95101001435294,9.49845186217647,8.96164324125,8.31243299441667,1,8.3465,9.811502608,9.3,9.526,10,9.659375652,8.893333333,7.45340922988889,10,10,9.631111111,8.083083083,4.770666667,8.1375672195,6.426874875,"Western Europe"
1970,6.51,19,2,5.811066568,5.083300856,7.33333333333333,3.11363636363636,5.447183712,6.58661767705556,6.34890905688889,8.7,8.80645561216667,8.47936507909524,6.74484409,5.85784214894118,7.59241498075,6.66173590408333,0.888888889,6.995873672,9.838385504,9.436,8.874,0,7.037096376,9.733333333,7.85129397105556,9.6,2,7.111111111,8.463129796,3.4415,7.08656266161111,5.952314898,"Western Europe"
2013,7.63,25,1,3.852941176,3.166134828,10,3.5,5.129769001,6.957152751,5.801655932,8.073970854,10,10,6.378971834,8.10049394,8.233350519,8.479242265,1,8.002759788,9.118603166,9.793608039,9.599968501,10,9.628044927,8.252222222,7.316172187,10,5.695093411,7.815871955,9.083051699,6.086182649,7.522659709,7.563964685,"Western Europe"
2013,7.66,21,1,4.235294118,3.076982749,10,5,5.578069217,8.140336729,6.812488313,7.731892675,10,8.333333333,6.620321622,7.04166521,8.186427408,6.971275965,1,7.759749028,8.907350578,9.763811295,9.699055547,10,9.592554355,8.252,7.220663895,10,5.764134671,7.809199641,8.333333333,6.487236755,7.919468838,7.580012975,"Western Europe"
2011,7.33,45,2,3,2.752043597,8,4,4.438010899,6.510412143,5.790930612,7.883370828,9.166666667,8.333333333,6.468183572,6.87980644,7.160551305,7.145214622,0.962962963,7.125388652,9.290724539,9.633531671,9.576,10,9.625064053,8.274695683,7.479144162,10,6.207930229,7.990442519,9.200666697,5.886599424,7.356197555,7.481154559,"Western Europe"
2007,7.62,25,1,2.291176471,4.741144414,8,4,4.758080221,8.101205583,7.468228153,8.488395279,10,10,7.510743782,6.066196369,8.417737458,8.914328368,1,8.329648332,9.143756714,9.271557978,9.534294828,10,9.48740238,8.177688889,8.696678051,10,6.618559201,8.373231535,8.690010267,5.475611748,7.279958303,7.148526773,"Western Europe"
2005,7.41,35,1,2.954133195,3.386920981,10,1,4.335263544,6.981981982,6.324200913,8.196347032,10,8.333333333,5.650103506,3.330667937,7.03196347,6.914414414,1,6.973668065,8.788012604,9.887461577,9.443139302,10,9.529653371,8.393422222,8.06921622,10,6.627102656,8.272435274,9.665691423,6.640401115,7.572510153,7.95953423,"Western Europe"
1975,6.6,13,1,5.223529412,3.160762943,4,5,4.346073089,8.93017327705556,7.92217837511111,7.3,10,10,5.12086412494118,7.87742813470588,8.44433840541667,7.10254040441667,1,6.382918182,8.874277541,9.732,7.96,10,9.141569385,8.626666667,8.44138221594444,10,5,7.875555556,7.922589256,2.633966667,7.43292402472222,5.278277961,"Western Europe"
2010,8.3,4,1,6.552941176,5.921525886,10,8,7.618616766,9.007990888,7.499992037,9.070738006,10,8.333333333,6.067159306,9.566127705,8.860451825,8.504343719,1,8.545570758,8.058939291,9.643848284,9.860297977,10,9.390771388,6.2872,7.163525087,10,6.034399348,7.371281109,9.333333333,8.19089232,8.208468893,8.577564849,"Western Europe"
2001,7.84,14,1,4.416300758,2.933240206,10,2,4.837385241,8.284313679,7.929293315,8.431372643,10,10,6.701006471,7.916023832,8.356306819,8.26616008558333,1,8.46600142,9.078975906,9.764699905,9.467312541,10,9.577747088,9.015770127,8.890625,10,8.113668462,9.005015897,9.88663575,5.161058482,6.873165051,7.306953094,"Western Europe"
1985,7.34,9,1,5.599798038,1.525885559,10,0,4.281420899,8.93017327705556,7.92217837511111,10,10,10,5.12086412494118,7.87742813470588,8.44433840541667,7.10254040441667,1,8.3465,8.842463743,9.284,9.648,10,9.443615936,9.116666667,8.44138221594444,10,8,9.038888889,8.589255923,2.620166667,7.43292402472222,5.604711295,"Western Europe"
2008,7.3,42,2,2.882352941,2.907356948,10,1,4.197427472,7.273560789,4.912140833,7.929156597,10,8.333333333,5.650103506,4.332327525,7.832946441,8.00548866,1,7.141006409,8.939394306,9.879386307,9.100722801,10,9.479875854,8.031555556,8.42727773,10,6.191792093,8.162656345,9.147580388,6.903716747,6.486215423,7.512504186,"Western Europe"
2003,7.72,20,1,1.778909444,3.722070845,7,3,3.875245072,8.833333333,8.333333333,8.333333333,10,10,5.108337898,7.796824543,8.44433840541667,7.10254040441667,1,8.343594634,9.20332179,9.438155878,9.58023544,10,9.555428277,9.131111111,8.833333333,10,8.532051282,9.124123932,9.67282297,6.465110098,6.912243913,7.683392327,"Western Europe"
2016,7.32,52,2,2.491176471,2.010415679,10,1,3.875398037,7.683749198,5.396705867,7.907517752,10,8.333333333,5.565037753,4.767009987,7.667311827,6.278735797,1,7.066600168,8.094896529,9.808966854,9.6056,10,9.377365846,8.266133333,8.057298673,10,6.481454241,8.201221562,9.606065797,7.327516196,7.37437972,8.102653904,"Western Europe"
2001,7.65,17,1,4.588235294,2.287164139,10,4,5.218849858,8.699186643,8.373983701,8.170731862,10,8.333333333,6.552493782,7.797701056,8.37617906241667,7.71764241141667,1,8.275347197,8.952582912,9.698936321,9.605,10,9.564129808,9.015770127,8.697368463,10,9.475034615,9.297043301,8.108090506,2.93964516,6.600346539,5.882694068,"Western Europe"
2006,7.6,22,1,2.444117647,4.577656676,8,4,4.755443581,7.586182165,7.248998114,8.328341584,10,10,7.510743782,6.099067492,7.993788176,8.102956244,1,8.096675284,8.864103905,9.317296166,9.464833333,10,9.411558351,8.219555556,8.620318929,10,6.500863534,8.335184505,9.333333333,5.637742986,7.292362858,7.421146393,"Western Europe"
2001,8.55,3,1,7.027110647,6.111716621,10,8,7.784706817,7.853881518,8.425925573,8.380281925,10,8.333333333,6.033807293,9.237416468,8.96164324125,8.31243299441667,1,8.323520873,9.33137429,9.821173789,9.80219592,10,9.738686,9.720612804,8.167989254,10,9.0816575,9.24256489,9.072272536,6.233349982,7.720084285,7.675235601,"Western Europe"
2011,7.48,32,1,1.617647059,3.635422343,7,3.5,3.938267351,8.074548218,7.047204511,8.741940313,10,10,7.456058655,6.131938616,8.135944917,8.70736001,1,8.254999471,9.049050558,9.092993174,9.318,10,9.365010933,8.274695683,8.422192592,10,6.244184257,8.235268133,9.29638289,5.683703984,7.904016206,7.62803436,"Western Europe"
1995,7.96,9,1,6.075153933,2.04359673,10,1,4.779687666,9.366666667,8.733333333,7.455,10,10,5.12086412494118,7.87742813470588,8.44433840541667,7.10254040441667,1,9.111,9.269133294,9.852,9.674,10,9.698783323,8.655555556,8.883333333,10,9.55125,9.272534722,9.002328025,4.0933,7.787177778,6.960935267,"Western Europe"
2016,7.25,57,2,2.961764706,2.418467067,8,3.5,4.220057943,7.129147053,5.673480431,7.290585042,8.333333333,8.333333333,6.430501438,6.390856768,7.81939586,6.537079812,0.948717949,6.922031615,8.134101246,9.823007965,9.96334,10,9.480112303,8.266133333,7.675565494,10,6.770505407,8.178051059,9.439526677,5.623802444,7.312512233,7.458613785,"Western Europe"
2016,7.71,18,1,1.217647059,3.514908674,8,3,3.933138933,9.075863362,7.249952555,8.684293428,10,10,5.138718524,7.947613359,8.554676373,6.791223685,1,8.160260143,8.292201446,9.785342911,9.93668,10,9.503556089,8.266133333,8.484350456,10,7.877864268,8.657087014,9.116120224,7.445073088,8.256771212,8.272654841,"Western Europe"
1975,6.76,10,1,3.970588235,5.395095368,9.33333333333333,2,3.788561201,8.69174182472222,7.73182673577778,7.6,9.98967469333333,8.56507936480952,6.49577558764706,7.476291386,8.37617906241667,7.71764241141667,1,6.601093939,8.76,9.708,8.8,10,9.317,8.893333333,8.1347791555,10,8,8.964444444,6.995995996,3.294833333,7.36981354305556,5.145414665,"Western Europe"
2006,7.7,19,1,4.717647059,2.555858311,10,6,5.818376342,9.210717134,8.832030045,9.448580122,10,8.333333333,6.620321622,7.534732066,9.298818068,9.040140601,1,8.702074777,8.376701831,9.825198973,9.658277534,10,9.465044585,8.219555556,8.47203427,10,6.177109071,8.217174724,8.171923542,3.929274984,6.832082514,6.31109368,"Western Europe"
2011,7.68,18,1,4.382352941,2.564792926,10,5,5.486786467,8.735958042,6.61606742,8.054144523,10,8.333333333,6.620321622,7.370376448,8.185741572,7.987339292,1,7.989253583,8.870628289,9.792307955,9.584,10,9.561734061,8.274695683,7.62740298,10,5.578949468,7.870262033,8.280216312,6.336210165,7.849468083,7.48863152,"Western Europe"
2008,7.62,20,1,2.394117647,3.784741144,8,5,4.794714698,8.31327865,7.761268333,8.859886862,10,10,7.456058655,6.066196369,8.617356,9.128066431,1,8.466901256,9.195423107,9.222478231,9.319947005,10,9.434462086,8.031555556,8.79180747,10,6.420376315,8.310934835,8.599023057,5.285378205,7.46058021,7.114993824,"Western Europe"
2003,7.55,24,1,3.139140271,3.269754768,10,1,4.35222376,7.5,6.166666667,7.5,10,8.333333333,5.650103506,3.297796814,7.70037076841667,7.458555104,1,6.921128617,9.068136343,9.875583551,9.681436693,10,9.656289147,9.017777778,8.666666667,10,8.314102564,8.999636752,9.995317909,6.569450026,6.887198059,7.817321998,"Western Europe"
1990,8.07,7,1,6.539369348,2.888283379,8,1.5,4.731913182,8.13046873144445,7.591816883,10,10,10,7.46972504883333,6.13245049966667,8.36390914266667,8.42322941233333,1,8.3465,9.272050467,9.52,9.316,10,9.527012617,8.524444444,8.71121977144444,10,10,9.508148148,10,6.483633333,7.48671285075,8.241816667,"Western Europe"
2008,7.5,29,1,4.608823529,2.945504087,10,5,5.638581904,9.009807894,6.910945833,8.783548446,10,8.333333333,6.620321622,7.534732066,8.748420041,7.859158213,1,8.200029717,8.846978293,9.738228136,9.473853064,10,9.514764873,8.031555556,7.987945191,10,5.938331603,7.989458087,7.724931957,3.93643862,6.765081654,6.142150744,"Western Europe"
1980,7.29,10,1,5.22961362,2.125340599,10,0,4.338738555,8.93017327705556,7.92217837511111,7.6,10,10,5.12086412494118,7.87742813470588,8.44433840541667,7.10254040441667,1,7.479054217,9.471185084,9.348,8.896,10,9.428796271,8.986666667,8.44138221594444,10,8,8.995555556,9.442776109,2.9673,7.43292402472222,6.205038055,"Western Europe"
2015,7.67,24,1,3.979411765,3.064661083,10,5,5.511018212,7.626332953,6.804542594,8.021471272,10,8.333333333,5.828996821,6.814874361,7.238562107,6.340189278,1,7.445366969,8.84914879,9.796551541,9.953114011,10,9.649703585,8.360586579,7.55607131,10,5.76568087,7.92058469,8.333333333,7.183723746,8.0220649,7.846373993,"Western Europe"
2014,7.67,26,1,4.070588235,3.13787615,10,5,5.552116096,7.965552895,7.03471185,8.019935518,10,8.333333333,6.357,7.060564448,8.186427408,6.622099066,1,7.731069391,8.862181957,9.749419654,9.818640593,10,9.607560551,8.433666667,8.005226689,10,5.897193362,8.08402168,8.333333333,5.905816653,7.921531078,7.386893688,"Western Europe"
1975,7.12,7,1,6.761764706,6.04063476309524,10,7,6.880882353,8.74449389683333,7.95176187122222,10,10,8.73014285690476,5.95101001435294,9.49845186217647,8.96164324125,8.31243299441667,0.555555556,6.491722224,9.966519122,9.556,8.574,10,9.52412978,8.253333333,7.45340922988889,10,2,6.751111111,6.63963964,5.298666667,8.1375672195,5.969153153,"Western Europe"
